,course_title,course_URL,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,course_icon,image_name
183,Six Sigma Green Belt,https://www.coursera.org/specializations/six-sigma-green-belt,University System of Georgia,SPECIALIZATION,4.7,Intermediate,34k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/00/c4a7d0671d11e786c7a32bf7f94fe3/GreenBeltSpecialization-Logo-600x600.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Six Sigma Green Belt by University System of Georgia
184,Blockchain Revolution,https://www.coursera.org/specializations/blockchain-revolution-enterprise,INSEAD,SPECIALIZATION,4.7,Beginner,39k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bf/0602b1ad9945cf94c2f464751af92b/Blockchain_Revolution_Onsite-Graphic.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Blockchain Revolution by INSEAD
185,Russian for beginners А1. Русский язык: A1,https://www.coursera.org/specializations/russian-for-beginners-a1,Saint Petersburg State University,SPECIALIZATION,4.6,Beginner,13k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/21/2bfcc074d04f908a4f968fa25e7835/oblozhka-na-coursera.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Russian for beginners А1. Русский язык: A1 by Saint Petersburg State University
186,Customer Analytics,https://www.coursera.org/learn/wharton-customer-analytics,University of Pennsylvania,COURSE,4.6,Mixed,190k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a2/3a73004cd611e5a57e55563bf27068/coursera_customer_analytics_8x8.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Customer Analytics by University of Pennsylvania
187,Introduction to Data Science in Python,https://www.coursera.org/learn/python-data-analysis,University of Michigan,COURSE,4.5,Intermediate,520k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/69/31e4501e1611e6a4391b9ced487d65/python_datascience_thumbnail_introduction_1x1.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to Data Science in Python by University of Michigan
188,Game Theory,https://www.coursera.org/learn/game-theory-1,The University of British Columbia,COURSE,4.6,Beginner,290k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/dc/9f98f0336111e69f8b4d7acdaafbd1/Brueghel-Children.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Game Theory by The University of British Columbia, Stanford University"
189,Statistical Analysis with R for Public Health,https://www.coursera.org/specializations/statistical-analysis-r-public-health,Imperial College London,SPECIALIZATION,4.7,Beginner,25k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/39/72000891b046aa94677d96009a2bee/Statistics-for-Public-Health.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Statistical Analysis with R for Public Health by Imperial College London
190,Advanced Business Analytics,https://www.coursera.org/specializations/data-analytics-business,University of Colorado Boulder,SPECIALIZATION,4.5,Intermediate,160k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ff/4f8d806f9611e69e05914bac5abc00/AdobeStock_44161057--square.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Advanced Business Analytics by University of Colorado Boulder
191,Financial Management,https://www.coursera.org/specializations/financial-management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,110k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/c1/25bb05c24b414692c20eaef941995e/Gies-Square-Logo-from-MarCom.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Financial Management by University of Illinois at Urbana-Champaign
192,Coding for Everyone: C and C++,https://www.coursera.org/specializations/coding-for-everyone,"University of California, Santa Cruz",SPECIALIZATION,4.5,Beginner,280k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/fe/163a0249a146fdab429b3908e28422/C4E-logo-spec.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Coding for Everyone: C and C++ by University of California, Santa Cruz"
193,From Data to Insights with Google Cloud Platform,https://www.coursera.org/specializations/from-data-to-insights-google-cloud-platform,Google Cloud,SPECIALIZATION,4.6,Beginner,37k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/46/61d680c01611e7b516050a113dfef7/specialization-logo.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,From Data to Insights with Google Cloud Platform by Google Cloud
194,English for Career Development,https://www.coursera.org/learn/careerdevelopment,University of Pennsylvania,COURSE,4.8,Mixed,1.1m,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/bb/62e6a0120b11e6bc32c330496bd91a/Career-Development.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,English for Career Development by University of Pennsylvania
195,Global Diplomacy – Diplomacy in the Modern World,https://www.coursera.org/learn/global-diplomacy,University of London,COURSE,4.7,Mixed,100k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/db/35eec0c42f11e59a5387719dace7f6/shutterstock_176614775.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Global Diplomacy – Diplomacy in the Modern World by University of London, SOAS University of London"
196,Dynamic Public Speaking,https://www.coursera.org/specializations/public-speaking,University of Washington,SPECIALIZATION,4.8,Beginner,160k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2b/e6bbf064c711e6b40ae537a55e6713/iStock_11386354_LARGE_square.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Dynamic Public Speaking by University of Washington
197,System Administration and IT Infrastructure Services,https://www.coursera.org/learn/system-administration-it-infrastructure-services,Google,COURSE,4.7,Beginner,110k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/82/d56dd0f26a11e78b9f155aee1c522b/Course-Logo-4---NEW.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,System Administration and IT Infrastructure Services by Google
198,Object Oriented Java Programming: Data Structures and Beyond,https://www.coursera.org/specializations/java-object-oriented,University of California San Diego,SPECIALIZATION,4.7,Intermediate,290k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/UCSD_JavaProgrammingOODDS_Getty483605575.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Object Oriented Java Programming: Data Structures and Beyond by University of California San Diego
199,Introduction to Psychology,https://www.coursera.org/learn/introduction-psych,University of Toronto,COURSE,4.9,Mixed,300k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2a/4f4038f9a060f0f2e4fa50c2d6a857/iStock_000002041388_ExtraSmall.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to Psychology by University of Toronto
200,Medical Neuroscience,https://www.coursera.org/learn/medical-neuroscience,Duke University,COURSE,4.9,Advanced,200k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera/topics/medicalneuro/large-icon.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Medical Neuroscience by Duke University
201,Music Business,https://www.coursera.org/specializations/music-business,Berklee College of Music,SPECIALIZATION,4.8,Beginner,56k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/68/8372d0644b11e8b319754b9cfce57d/img_3631_15094495698_o.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Music Business by Berklee College of Music
202,An Introduction to Programming the Internet of Things (IOT),https://www.coursera.org/specializations/iot,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,360k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/iot/iotembeddedsystems.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"An Introduction to Programming the Internet of Things (IOT) by University of California, Irvine"
203,Child Nutrition and Cooking,https://www.coursera.org/learn/childnutrition,Stanford University,COURSE,4.8,Beginner,390k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-misc/flex/child-nutrition.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Child Nutrition and Cooking by Stanford University
204,SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,"University of California, Davis",COURSE,4.6,Beginner,240k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/7a/569080aab711e79d97bf25c196049d/1200px-square-dark.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"SQL for Data Science by University of California, Davis"
205,Финансовые инструменты для частного инвестора,https://www.coursera.org/specializations/finansovyye-instrumenty,National Research University Higher School of Economics,SPECIALIZATION,4.7,Beginner,44k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f7/76dc30babf11e5b3847b93647b6493/9zDdStWNL2Y.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Финансовые инструменты для частного инвестора by National Research University Higher School of Economics
206,Understanding the Brain: The Neurobiology of Everyday Life,https://www.coursera.org/learn/neurobiology,The University of Chicago,COURSE,4.9,Beginner,160k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/5a/bd98507ed711e385bc8989c263e007/brain-cornerfix.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Understanding the Brain: The Neurobiology of Everyday Life by The University of Chicago
207,Integrative Health and Medicine,https://www.coursera.org/specializations/integrative-health-and-medicine,University of Minnesota,SPECIALIZATION,4.8,Beginner,27k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/6b/53ddf0cbf311e8a0269fbb27905846/Specialization.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Integrative Health and Medicine by University of Minnesota
208,TensorFlow: Data and Deployment,https://www.coursera.org/specializations/tensorflow-data-and-deployment,deeplearning.ai,SPECIALIZATION,4.6,Intermediate,25k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bf/bda88cbec84d3384fb00cf1ee2f933/TFS2CourseraSquareLogo.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,TensorFlow: Data and Deployment by deeplearning.ai
209,Modern Big Data Analysis with SQL,https://www.coursera.org/specializations/cloudera-big-data-analysis-sql,Cloudera,SPECIALIZATION,4.8,Beginner,32k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e0/9258906e4b11e88932d773ab868ede/GettyImages-835871924_medium_cdaSpec_square.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Modern Big Data Analysis with SQL by Cloudera
210,Introduction to the Biology of Cancer,https://www.coursera.org/learn/cancer,Johns Hopkins University,COURSE,4.8,Beginner,140k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/3c/407a30e21411e5883d236f4d099647/Cancer_MOOC_icon.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to the Biology of Cancer by Johns Hopkins University
211,Organizational Analysis,https://www.coursera.org/learn/organizational-analysis,Stanford University,COURSE,4.6,Beginner,73k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera/topics/organalysis/large-icon.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Organizational Analysis by Stanford University
212,Strategic Management and Innovation,https://www.coursera.org/specializations/strategic-management,Copenhagen Business School,SPECIALIZATION,4.7,Beginner,83k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/CBS_StrategicManagement_CM319425.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Strategic Management and Innovation by Copenhagen Business School
213,Programming with Google Go,https://www.coursera.org/specializations/google-golang,"University of California, Irvine",SPECIALIZATION,4.6,Intermediate,29k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/93/7aca50b42f11e7849503d6352634bf/GOrdonGOpher.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Programming with Google Go by University of California, Irvine"
214,Data Science Math Skills,https://www.coursera.org/learn/datasciencemathskills,Duke University,COURSE,4.5,Beginner,210k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/08/8c6610c07e11e6a7f5e70b413367a6/DMSIcon.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Data Science Math Skills by Duke University
215,International Women's Health and Human Rights,https://www.coursera.org/learn/womens-health-human-rights,Stanford University,COURSE,4.9,Beginner,47k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b9/bebae047ca11e78fdca53f2e7e6560/IWHHR-cover.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,International Women's Health and Human Rights by Stanford University
216,Science of Exercise,https://www.coursera.org/learn/science-exercise,University of Colorado Boulder,COURSE,4.8,Beginner,210k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/04/71a6b0423011e7afe52f33f45e3daf/run-2087056__480.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Science of Exercise by University of Colorado Boulder
217,Fundamentals of Accounting,https://www.coursera.org/specializations/accounting-fundamentals,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,51k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/68/cad9947fe147cb8beae31cccd6a486/Gies-Square-Logo-from-MarCom.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Fundamentals of Accounting by University of Illinois at Urbana-Champaign
218,Machine Learning,https://www.coursera.org/specializations/machine-learning,University of Washington,SPECIALIZATION,4.6,Intermediate,370k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/machine-learning-s12n/machinelearning.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Machine Learning by University of Washington
219,Robotics,https://www.coursera.org/specializations/robotics,University of Pennsylvania,SPECIALIZATION,4.4,Beginner,120k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/5d/9e7ff083fa11e6923cad35a230c7ea/RoboticsSpecialization.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Robotics by University of Pennsylvania
220,Algorithms for Battery Management Systems,https://www.coursera.org/specializations/algorithms-for-battery-management-systems,University of Colorado Boulder,SPECIALIZATION,4.8,Intermediate,23k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0e/3a17d0431211e7997403f08648ab8e/Specialization-Icon.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Algorithms for Battery Management Systems by University of Colorado Boulder, University of Colorado System"
221,Convolutional Neural Networks in TensorFlow,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,deeplearning.ai,COURSE,4.7,Intermediate,71k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/1e/b9a22461864399a689eb74c7ae1fc6/TFC2SquareLogo.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Convolutional Neural Networks in TensorFlow by deeplearning.ai
222,Using Python to Access Web Data,https://www.coursera.org/learn/python-network-data,University of Michigan,COURSE,4.8,Mixed,430k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/53/01bee0502a11e58ddc8ff4d6e0523a/pythonnetworkdata_thumbnail_1x1.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Using Python to Access Web Data by University of Michigan
223,Introduction to Cybersecurity Tools & Cyber Attacks,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks,IBM,COURSE,4.5,Beginner,93k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a1/4d3f79658647c595a756fba0e715e8/hacker.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to Cybersecurity Tools & Cyber Attacks by IBM
224,Probabilistic Graphical Models,https://www.coursera.org/specializations/probabilistic-graphical-models,Stanford University,SPECIALIZATION,4.6,Advanced,75k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/05/95ec207c5311e6acaef523a4c71c64/pgm-icon.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Probabilistic Graphical Models by Stanford University
225,Claves de la Dirección de Empresas,https://www.coursera.org/specializations/direccion-empresas,IESE Business School,SPECIALIZATION,4.8,Beginner,67k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/c7/d4f3a0ee4b11e8b4baaf8c8c127724/iese_thumbnail-600x600-b.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Claves de la Dirección de Empresas by IESE Business School
226,"TESOL Certificate, Part 2: Teach English Now!",https://www.coursera.org/specializations/tesol-certificate-2,Arizona State University,SPECIALIZATION,4.9,Beginner,74k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/33/b933d00b3011e6ba1cc159dd21364a/tesol_ASU_banner.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"TESOL Certificate, Part 2: Teach English Now! by Arizona State University"
227,The Data Scientist’s Toolbox,https://www.coursera.org/learn/data-scientists-tools,Johns Hopkins University,COURSE,4.6,Mixed,540k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/37/6352a069b511e3ae92c39913bb30e0/DataScientistsToolbox.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,The Data Scientist’s Toolbox by Johns Hopkins University
228,Coaching Skills for Managers,https://www.coursera.org/specializations/coaching-skills-manager,"University of California, Davis",SPECIALIZATION,4.7,Intermediate,48k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f8/b40b00ba5a11e58ae18543e6165465/coaching_banner.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Coaching Skills for Managers by University of California, Davis"
229,Introductory Human Physiology,https://www.coursera.org/learn/physiology,Duke University,COURSE,4.7,Mixed,320k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera/topics/humanphysio/large-icon.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introductory Human Physiology by Duke University
230,Global Procurement and Sourcing,https://www.coursera.org/specializations/procurement-sourcing,Rutgers the State University of New Jersey,SPECIALIZATION,4.7,Beginner,7.9k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/5f/b44b0041f74dc890a6943b6f47f488/Unknown-9.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Global Procurement and Sourcing by Rutgers the State University of New Jersey
231,Forensic Accounting and Fraud Examination,https://www.coursera.org/learn/forensic-accounting,West Virginia University,COURSE,4.7,Mixed,55k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/4d/95f0b0e66e11e3bf7fb7b0a53f0209/ForensicAccountingLogo.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Forensic Accounting and Fraud Examination by West Virginia University
232,Convolutional Neural Networks,https://www.coursera.org/learn/convolutional-neural-networks,deeplearning.ai,COURSE,4.9,Intermediate,310k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2a/5d4810104e11e8a405e7a3b3b97580/CarouselAds_DL_Convolutional.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Convolutional Neural Networks by deeplearning.ai
233,Developing Your Musicianship,https://www.coursera.org/specializations/musicianship-specialization,Berklee College of Music,SPECIALIZATION,4.8,Beginner,69k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/54/4fc69062f611e6913f97d77de161d8/DYM_Option5.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Developing Your Musicianship by Berklee College of Music
234,Positive Psychology: Martin E. P. Seligman’s Visionary Science,https://www.coursera.org/learn/positive-psychology-visionary-science,University of Pennsylvania,COURSE,4.8,Beginner,58k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/aa/455620c20311e690bdff42f215166e/PositivePsychology_MOOC_Icons_Course1.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Positive Psychology: Martin E. P. Seligman’s Visionary Science by University of Pennsylvania
235,Power Electronics,https://www.coursera.org/specializations/power-electronics,University of Colorado Boulder,SPECIALIZATION,4.8,Intermediate,84k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/14/30b020b5a311e5b7f4377491ebab0b/PE-Banner-2_thumb.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Power Electronics by University of Colorado Boulder
236,Blockchain Revolution in Financial Services,https://www.coursera.org/specializations/blockchain-financial-services,INSEAD,SPECIALIZATION,4.7,Beginner,6.2k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/82/dc4d8b56e845e6a17b3a4da0df0c85/Blockchain_Financial-Services_Onsite-Graphic.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Blockchain Revolution in Financial Services by INSEAD
237,The Strategy of Content Marketing,https://www.coursera.org/learn/content-marketing,"University of California, Davis",COURSE,4.5,Intermediate,160k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/40/8dbf10ac1911e68f5119007c0cf554/GettyImages-547015901-Thumbnail.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"The Strategy of Content Marketing by University of California, Davis"
238,CAD and Digital Manufacturing,https://www.coursera.org/specializations/cad-design-digital-manufacturing,Autodesk,SPECIALIZATION,4.7,Intermediate,60k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ac/c70960b4f211e7adb2ff5557cef37f/course-series-square-final.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,CAD and Digital Manufacturing by Autodesk
239,Managing the Company of the Future,https://www.coursera.org/learn/company-future-management,University of London,COURSE,4.8,Mixed,72k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d8/329c306c2611e4bc69f1dbb9888199/MCOF_MOOC_course_logo.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Managing the Company of the Future by University of London, London Business School"
240,Learn Chinese: HSK Test Preparation,https://www.coursera.org/specializations/hsk-learn-chinese,Peking University,SPECIALIZATION,4.8,Beginner,54k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/6f/2fbba0700711e68500d1e85176a323/chinese-for-HSK.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Learn Chinese: HSK Test Preparation by Peking University
241,Introduction to Computer Science and Programming,https://www.coursera.org/specializations/introduction-computer-science-programming,"Goldsmiths, University of London",SPECIALIZATION,4.3,Beginner,50k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/4f/0ba3f0fe2811e88791655775b8ac2d/3657_UoL_Online-BSc-Computer-Science-Programme_MOOC-Icons_How-Comps-Work_05.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Introduction to Computer Science and Programming by Goldsmiths, University of London, University of London"
242,Fundamentals of Computing,https://www.coursera.org/specializations/computer-fundamentals,Rice University,SPECIALIZATION,4.8,Beginner,220k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/47/9b91a0dc4511e5a1f32dc2968fca7e/FundamentalofComputing_1024x1024_graphic.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Fundamentals of Computing by Rice University
243,"Hotel Management: Distribution, Revenue and Demand Management",https://www.coursera.org/specializations/hotel-management,ESSEC Business School,SPECIALIZATION,4.6,Beginner,33k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/3f/1e00d04df411e8bc91fff43a5b7b5d/vignette-HOTEL-MANAGEMENT.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Hotel Management: Distribution, Revenue and Demand Management by ESSEC Business School"
