,course_title,course_URL,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,course_icon,image_name
481,Java Programming: Solving Problems with Software,https://www.coursera.org/learn/java-programming,Duke University,COURSE,4.6,Beginner,220k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b6/2019201a9e11e5ace08b26adce8cb5/Java.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Java Programming: Solving Problems with Software by Duke University
482,Marketing Digital,https://www.coursera.org/specializations/marketing-digital,Universidad Austral,SPECIALIZATION,4.7,Beginner,78k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d7/da7820753e11e689fd0d839ceb4da8/WEB_6b.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Marketing Digital by Universidad Austral
483,What is Compliance?,https://www.coursera.org/learn/what-is-compliance,University of Pennsylvania,COURSE,4.8,Mixed,8.8k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/4c/0c2ee249554653af58e7a9dafc30dc/Introduction-to-Compliance-Why-compliance-is-important-to-everyone-01.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,What is Compliance? by University of Pennsylvania
484,Troubles du spectre de l'autisme : diagnostic,https://www.coursera.org/learn/troubles-spectre-autisme-diagnostic,University of Geneva,COURSE,4.9,Intermediate,7.8k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b1/d5afd0ef0011e89e36576e2c8683bd/TroublesAutisme-MOOCs-1200x1200.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Troubles du spectre de l'autisme : diagnostic by University of Geneva
485,Real-World Product Management,https://www.coursera.org/specializations/real-world-product-management,Advancing Women in Product,SPECIALIZATION,4.8,Beginner,None,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/37/ad072acf3d4e4895e90f7ec388cb67/AWIP-Coursera-RealWorldPM.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Real-World Product Management by Advancing Women in Product
486,Optical Engineering,https://www.coursera.org/specializations/optical-engineering,University of Colorado Boulder,SPECIALIZATION,4.3,Advanced,9.8k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/29/198b50903011e8a496edce9d40b8d7/Logo.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Optical Engineering by University of Colorado Boulder
487,Managerial Economics and Business Analysis,https://www.coursera.org/specializations/managerial-economics-business-analysis,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,85k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/84/3d3590ab6847528dda54d93e0289c7/Gies-Square-Logo-from-MarCom.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Managerial Economics and Business Analysis by University of Illinois at Urbana-Champaign
488,Introduction to Corporate Finance,https://www.coursera.org/learn/wharton-finance,University of Pennsylvania,COURSE,4.6,Mixed,140k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/4f/d297b0e99111e6a3f04f721ab5825e/Finance_Coursera_Course_Thumb.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to Corporate Finance by University of Pennsylvania
489,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",https://www.coursera.org/learn/competencias-digitales-ofimatica,Universitat Autònoma de Barcelona,COURSE,4.8,Beginner,89k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/fe/b22d93c9fd4ac5a014c3fe0341e55b/2.-Ofimatica.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point) by Universitat Autònoma de Barcelona"
490,Foundations of Public Health Practice,https://www.coursera.org/specializations/foundations-public-health-practice,Imperial College London,SPECIALIZATION,4.8,Beginner,11k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/50/2f6e609338484690fbaf9597c7b919/Foundations-of-Public-Health-Practice.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Foundations of Public Health Practice by Imperial College London
491,FinTech: Finance Industry Transformation and Regulation,https://www.coursera.org/specializations/fintech,The Hong Kong University of Science and Technology,SPECIALIZATION,4.7,Beginner,20k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/62/0283e0e63411e8ac2b09d88dd7c74f/fintech_spec.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,FinTech: Finance Industry Transformation and Regulation by The Hong Kong University of Science and Technology
492,Innovation: From Creativity to Entrepreneurship,https://www.coursera.org/specializations/innovation-creativity-entrepreneurship,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Beginner,55k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/59/e162339d4a4a12ae5a3a8086e51e6a/Gies-Square-Logo-from-MarCom.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Innovation: From Creativity to Entrepreneurship by University of Illinois at Urbana-Champaign
493,"Solar Energy for Engineers, Architects and Code Inspectors",https://www.coursera.org/specializations/solar-energy,The State University of New York,SPECIALIZATION,4.7,Beginner,8.7k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8d/8ee48e7ab640288b83e4b7fee3ec0f/Solar-specialization-logo.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Solar Energy for Engineers, Architects and Code Inspectors by The State University of New York, University at Buffalo"
494,Process Mining: Data science in Action,https://www.coursera.org/learn/process-mining,Eindhoven University of Technology,COURSE,4.8,Intermediate,45k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d7/68f1b0d03511e386f43790e29f1243/dreamstime_l_21055560.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Process Mining: Data science in Action by Eindhoven University of Technology
495,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,https://www.coursera.org/learn/investment-management,HEC Paris,COURSE,4.6,Intermediate,35k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/7d/af9a80b9f311e596ddffa17da4aea1/06_1_mooc_1200x1200.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers by HEC Paris
496,Algorithmic Toolbox,https://www.coursera.org/learn/algorithmic-toolbox,University of California San Diego,COURSE,4.6,Intermediate,320k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/fb/434400d9ac11e5afbfa359f34ae5f0/logo3.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Algorithmic Toolbox by University of California San Diego, National Research University Higher School of Economics"
497,The Addicted Brain,https://www.coursera.org/learn/addiction-and-the-brain,Emory University,COURSE,4.6,Beginner,140k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/9e/888040e9ad11e8a5bfd9949305c581/Addicted-Brain-Redux_New-Logo.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,The Addicted Brain by Emory University
498,International Humanitarian Law in Theory and Practice,https://www.coursera.org/learn/international-humanitarian-law,Universiteit Leiden,COURSE,4.8,Beginner,28k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e9/723b20cd7711e8873aab5a8172963f/MOOCpic---Copy-_2_.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"International Humanitarian Law in Theory and Practice by Universiteit Leiden, Kalshoven-Gieskes Forum"
499,Business English for Non-Native Speakers,https://www.coursera.org/specializations/business-english-speakers,The Hong Kong University of Science and Technology,SPECIALIZATION,4.5,Beginner,180k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/af/00a4b0a33411e5b3003bc0db0b0a9b/488109.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Business English for Non-Native Speakers by The Hong Kong University of Science and Technology
500,Fundamentals of Music Theory,https://www.coursera.org/learn/edinburgh-music-theory,The University of Edinburgh,COURSE,4.6,Beginner,210k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/3c/bae235189d7b003920f00383916814/logo.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Fundamentals of Music Theory by The University of Edinburgh
501,Global Diplomacy: the United Nations in the World,https://www.coursera.org/learn/global-diplomacy-un,University of London,COURSE,4.7,Beginner,39k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/94/cfdc50e7c611e6a38f3bbeb7cd9ee4/shutterstock_91237946---UN.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Global Diplomacy: the United Nations in the World by University of London, SOAS University of London"
502,Engineering Project Management: Initiating and Planning,https://www.coursera.org/learn/initiating-planning,Rice University,COURSE,4.8,Beginner,50k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/42/c288b0a04d11e688655933b8cc527d/comp-600px-2.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Engineering Project Management: Initiating and Planning by Rice University
503,Access Controls,https://www.coursera.org/learn/access-control-sscp,(ISC)²,COURSE,4.6,Beginner,3.6k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a5/1edfd0bb1911e793829174cf0765f4/isc2-course1-icon.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Access Controls by (ISC)²
504,Getting Started with AWS Machine Learning,https://www.coursera.org/learn/aws-machine-learning,Amazon Web Services,COURSE,4.5,Intermediate,120k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/4c/a2b3d72eae428b9022a328718d978e/MachineLearning-02.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Getting Started with AWS Machine Learning by Amazon Web Services
505,Fundamentals of Engineering Exam Review,https://www.coursera.org/learn/fe-exam,Georgia Institute of Technology,COURSE,4.6,Mixed,58k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/0c/c86be034c211e6baea8955651c7f9f/FundamentalsOfEngineeringExamReview.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Fundamentals of Engineering Exam Review by Georgia Institute of Technology
506,Mind Control: Managing Your Mental Health During COVID-19,https://www.coursera.org/learn/manage-health-covid-19,University of Toronto,COURSE,4.8,Beginner,120k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/80/04611c67f44a71978a7316f80c245a/brain.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Mind Control: Managing Your Mental Health During COVID-19 by University of Toronto
507,Search Engine Optimization Fundamentals,https://www.coursera.org/learn/seo-fundamentals,"University of California, Davis",COURSE,4.7,Mixed,66k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/20/da8970b31b11e59c073f4e17a26e01/Course-2--464402693.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Search Engine Optimization Fundamentals by University of California, Davis"
508,Data-driven Decision Making,https://www.coursera.org/learn/decision-making,PwC,COURSE,4.6,Beginner,130k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e1/34fdb02d0d11e6abe37734764945a3/PwC_fl_c.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Data-driven Decision Making by PwC
509,Model Thinking,https://www.coursera.org/learn/model-thinking,University of Michigan,COURSE,4.8,Mixed,140k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/c3/5ed1400f7911e7b0a8b13715a02d09/large-icon.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Model Thinking by University of Michigan
510,Mathematics for Machine Learning: Multivariate Calculus,https://www.coursera.org/learn/multivariate-calculus-machine-learning,Imperial College London,COURSE,4.7,Beginner,72k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f4/ed4d40f1fa11e78060abd1859ab057/LIGHT-Square-800x800-01.jpg.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Mathematics for Machine Learning: Multivariate Calculus by Imperial College London
511,Data Visualization with Python,https://www.coursera.org/learn/python-for-data-visualization,IBM,COURSE,4.5,Intermediate,90k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/62/5322b0381e11e8b10fefac82942bd7/Data-Visualization-with-Python.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Data Visualization with Python by IBM
512,Epidemiology for Public Health,https://www.coursera.org/specializations/public-health-epidemiology,Imperial College London,SPECIALIZATION,4.7,Beginner,12k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/42/90d970363011e9b0c61b61b29bb758/Epidemiology-For-Public-Health.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Epidemiology for Public Health by Imperial College London
513,Understanding Einstein: The Special Theory of Relativity,https://www.coursera.org/learn/einstein-relativity,Stanford University,COURSE,4.9,Beginner,100k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/de/5321205eaa11e6a173e1a4226d1b5e/Einstein-MOOC-logo-image-800x800.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Understanding Einstein: The Special Theory of Relativity by Stanford University
514,Drug Discovery,https://www.coursera.org/learn/drug-discovery,University of California San Diego,COURSE,4.6,Beginner,59k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/19/623ca2e7f8e7f6810168e995c56af5/IR.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Drug Discovery by University of California San Diego
515,Business Model Innovation,https://www.coursera.org/learn/business-model,HEC Paris,COURSE,4.7,Mixed,19k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d2/7fe6f0ea7c11e59ca95bc61c415c8b/Odyssey314-800x800.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Business Model Innovation by HEC Paris
516,Introduction to Spreadsheets and Models,https://www.coursera.org/learn/wharton-introduction-spreadsheets-models,University of Pennsylvania,COURSE,4.2,Mixed,82k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/22/602700b00511e5ada4195d312ad6aa/Wharton_online_spreadsheets_8x8.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to Spreadsheets and Models by University of Pennsylvania
517,Gender and Sexuality: Diversity and Inclusion in the Workplace,https://www.coursera.org/learn/gender-sexuality,University of Pittsburgh,COURSE,4.7,Beginner,20k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/53/c65ea00fc611e7b307f997a2466d0e/Course-Graphic.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Gender and Sexuality: Diversity and Inclusion in the Workplace by University of Pittsburgh
518,Politics and Economics of International Energy,https://www.coursera.org/learn/global-energy,Sciences Po,COURSE,4.7,Beginner,40k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e7/2ba780d62511e5aae0b3f4552ddb05/3840826_3a59e86610_o.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Politics and Economics of International Energy by Sciences Po
519,Kotlin for Java Developers,https://www.coursera.org/learn/kotlin-for-java-developers,JetBrains,COURSE,4.7,Intermediate,53k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e3/f27630d13511e88dd241e68ded0cea/K_logo_800x800.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Kotlin for Java Developers by JetBrains
520,Introduction to Git and GitHub,https://www.coursera.org/learn/introduction-git-github,Google,COURSE,4.8,Beginner,65k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8f/b1e3268725450bbb123240f40c2f03/Copy-of-Google_Chelsea_RR_0235.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to Git and GitHub by Google
521,Introduction to Ancient Egypt and Its Civilization,https://www.coursera.org/learn/introancientegypt,University of Pennsylvania,COURSE,4.6,Intermediate,88k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/92/4f072099f811e5804aa1dc561b44cc/Egyptology.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to Ancient Egypt and Its Civilization by University of Pennsylvania
522,程序设计与算法,https://www.coursera.org/specializations/biancheng-suanfa,Peking University,SPECIALIZATION,4.8,Beginner,86k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e6/b274e054e011e48c3fdf248aef8454/LOGO-final.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,程序设计与算法 by Peking University
523,Cultural Competence - Aboriginal Sydney,https://www.coursera.org/learn/cultural-competence-aboriginal-sydney,The University of Sydney,COURSE,4.7,Beginner,7.5k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e3/9d8c40ee7b11e690af5da7b4774490/Flag-Icon1.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Cultural Competence - Aboriginal Sydney by The University of Sydney
524,Interviewing and Resume Writing in English,https://www.coursera.org/specializations/english-interview-resume,"University of Maryland, College Park",SPECIALIZATION,4.6,Intermediate,80k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f2/55bfb0ba6411e5a3dee98a51395b90/Option-1-1500-x-430.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Interviewing and Resume Writing in English by University of Maryland, College Park"
525,Neuroscience and Neuroimaging,https://www.coursera.org/specializations/computational-neuroscience,Johns Hopkins University,SPECIALIZATION,4.6,Intermediate,75k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ae/6a396ddcee4fe9b4d027d13235e7d1/fmri1.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Neuroscience and Neuroimaging by Johns Hopkins University
526,Administración de Proyectos: Principios Básicos,https://www.coursera.org/specializations/administracion-proyectos,Tecnológico de Monterrey,SPECIALIZATION,4.7,Beginner,95k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/Spanish-Launch-10-7-images/Thumbnails%20of%20Banner%20%28Logos%29/admin_proy_ASUandTec_banner.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Administración de Proyectos: Principios Básicos by Tecnológico de Monterrey, University of California, Irvine"
527,"Social Norms, Social Change I",https://www.coursera.org/learn/norms,Unicef,COURSE,4.6,Beginner,85k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d7/4235a0dcb511e5831c974ec7bbd7a3/Wordle.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Social Norms, Social Change I by Unicef, University of Pennsylvania"
528,Information Visualization,https://www.coursera.org/specializations/information-visualization,New York University,SPECIALIZATION,4.5,Beginner,12k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d5/200e505d1e11e8970eeb2a232d4fdc/Information-Visualization.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Information Visualization by New York University
529,Introduction to the Digital Advertising Landscape,https://www.coursera.org/learn/digital-advertising-landscape,University of Colorado Boulder,COURSE,4.5,Beginner,13k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b8/41fa6084dd4915bfcec59f0a821f6b/digitaladvertising_Basics-Icon.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to the Digital Advertising Landscape by University of Colorado Boulder
530,Modernizing Data Lakes and Data Warehouses with GCP,https://www.coursera.org/learn/data-lakes-data-warehouses-gcp,Google Cloud,COURSE,4.7,Intermediate,19k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d7/ae085568e94de29ca34917dfbae02a/BD-and-ML-Fundamentals-v3.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Modernizing Data Lakes and Data Warehouses with GCP by Google Cloud
531,Fundamentos de Finanzas Empresariales,https://www.coursera.org/learn/finanzas-empresariales,Universidad de los Andes,COURSE,4.9,Beginner,130k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d9/a9abf04b3a11e58b48ad6604451c37/1.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Fundamentos de Finanzas Empresariales by Universidad de los Andes
532,Spanish Vocabulary: Meeting People,https://www.coursera.org/learn/spanish-vocabulary-meeting-people,"University of California, Davis",COURSE,4.6,Beginner,120k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ef/9e5740c0a411e682989b1dd446e424/GettyImages-471057985-Course-1.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Spanish Vocabulary: Meeting People by University of California, Davis"
533,Aboriginal Worldviews and Education,https://www.coursera.org/learn/aboriginal-education,University of Toronto,COURSE,4.7,Mixed,8.6k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera/topics/aboriginaled/large-icon.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Aboriginal Worldviews and Education by University of Toronto
534,Equine Welfare and Management,https://www.coursera.org/learn/equine,"University of California, Davis",COURSE,4.9,Beginner,9.7k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/40/332f30426011e8a1a745ac306ca7a0/EQN1014_Course_Logo.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Equine Welfare and Management by University of California, Davis"
535,Foundations of Mindfulness,https://www.coursera.org/learn/foundations-of-mindfulness,Rice University,COURSE,4.8,Beginner,11k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/46/e8fe37da624f05844a8b5d1fe58a6e/FoM-Logo-1.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Foundations of Mindfulness by Rice University
536,Mathematics for Data Science,https://www.coursera.org/specializations/mathematics-for-data-science,National Research University Higher School of Economics,SPECIALIZATION,4.4,Beginner,33k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/5f/0bc4ac3ebf4c3bbd380ac32056474f/Obshchiy__Mathematics-for-Data-Science__2.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Mathematics for Data Science by National Research University Higher School of Economics
537,Understanding International Relations Theory,https://www.coursera.org/learn/international-relations-theory,National Research University Higher School of Economics,COURSE,4.7,Mixed,40k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a0/68e9f001c711e89e2621611c078455/LOGO-Understanding-Int-Relations-Theory.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Understanding International Relations Theory by National Research University Higher School of Economics
538,Introduction to Accounting Data Analytics and Visualization,https://www.coursera.org/learn/intro-accounting-data-analytics-visual,University of Illinois at Urbana-Champaign,COURSE,4.8,Beginner,12k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e1/9405e7c2bc4459b3e861c017d07799/Gies-Square-Logo-from-MarCom.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to Accounting Data Analytics and Visualization by University of Illinois at Urbana-Champaign
539,Financial Acumen for Non-Financial Managers,https://www.coursera.org/learn/finance-healthcare-managers,University of Pennsylvania,COURSE,4.5,Beginner,14k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d1/23a8503c2d11e8b3e9ef6f717f0e6d/BOHC_Acumen_Coursera_Course_Thumb.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Financial Acumen for Non-Financial Managers by University of Pennsylvania
540,Implementación del Marketing Mix,https://www.coursera.org/specializations/implementacion-marketing-mix,IE Business School,SPECIALIZATION,4.8,Beginner,34k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/3b/932c40b28a11e5bf339d4672ca10ca/GettyImages-530995185_medium_thumb.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Implementación del Marketing Mix by IE Business School
